id,name,image
1583,Sticker | device | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_device_large.60a3ffae8ebaff975439447cde0d0111f5344df9.png
1584,Sticker | device (Foil) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_device_foil_large.d1525b720c7e567dc91ac64f5cba8283a5c9c137.png
1585,Sticker | device (Gold) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_device_gold_large.3e3ad58ecc755b3899a9a0f18dc4974ab9171f46.png
2021,Sticker | device | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_device_large.41cf4e04d6d2b36c67f06d71a713c550c5a7a305.png
2022,Sticker | device (Foil) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_device_foil_large.a41a47fdb4f3cb9b80eb50f3e284602a8b3136dd.png
2023,Sticker | device (Gold) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_device_gold_large.e84651d395df55f9db34835b7802c08e2e39e44a.png
2148,Sticker | device | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_device_large.3c3d1774895dd17b870ea509142ace038cca8bac.png
2149,Sticker | device (Foil) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_device_foil_large.a4a8da74d96e0b87b4611ff03cefb120d243305b.png
2150,Sticker | device (Gold) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_device_gold_large.a810e81eb93ad476c79241bc80b5caf4a805718f.png
2591,Sticker | device | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_device_large.4a3147b58f90d7933bdcb74654dd13fee0ed7ed5.png
2592,Sticker | device (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_device_foil_large.8ad29b0a170131b6378a6b065f54b0565393c3ee.png
2593,Sticker | device (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_device_gold_large.7113a7ab05f178486e6f08832b9f5c19ae7f19e4.png
3266,Sticker | device | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_device_large.fa5bce739e4a35c1652cf1fe7e995578bc817915.png
3267,Sticker | device (Foil) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_device_foil_large.ad32a0dd2df89f71eccd1fb3fbafb4d68d1df2c2.png
3268,Sticker | device (Gold) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_device_gold_large.813a7778468d21edaab05010008534c950fdb46a.png
3588,Sticker | device | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_device_large.89c5d4b70ac0246e1031f889a2c56c6bee1ac9e4.png
3589,Sticker | device (Foil) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_device_foil_large.27a5107dbae4e5157bf268a87b35cfd53ae482f0.png
3590,Sticker | device (Gold) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_device_gold_large.23f11d608a694f2ef193a345cc46caf883574ecb.png
4147,Sticker | device | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_device_large.d0165d0eed5ce930dc28ce1e3ab225ff5a2468a3.png
4148,Sticker | device (Foil) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_device_foil_large.c6999e1e84f71f047442cd988ef36380d94aa6eb.png
4149,Sticker | device (Gold) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_device_gold_large.acfc870eb4b5142533ad58539a71f01866499a88.png
5231,Sticker | device | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_device_large.6abfedcf8cfa3de7474215440a53178af32b70ec.png
5232,Sticker | device (Holo) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_device_holo_large.818d320362f3c9522ebfa46b75e04ed6126afdbd.png
5233,Sticker | device (Gold) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_device_gold_large.1c9065679e409210d28132db8cca9e53bab1f74c.png
2340,Sticker | zehN | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_zehn_large.932c99fbb2cd0ac4767b81204016c38ecb56407a.png
2341,Sticker | zehN (Foil) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_zehn_foil_large.67b440957101a7be6825b7759141cceb52a4a10b.png
2342,Sticker | zehN (Gold) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_zehn_gold_large.549bb6f4c19e0fb040fac8181b61f273de15586b.png
2768,Sticker | zehN | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_zehn_large.0df0cdf719576970dec1f9b3afcb995081f31ae7.png
2769,Sticker | zehN (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_zehn_foil_large.2d844b41e94f4871ec35c0b0d145801268cdc428.png
2770,Sticker | zehN (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_zehn_gold_large.29666531e985a70c638562718558952a112b184a.png
6652,Sticker | OG | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/og_large.907565d24f40ebc79266775c7dd6e15682171673.png
6653,Sticker | OG (Glitter) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/og_glitter_large.5a38e786f98aef60fc40ba077a7ecb621b131768.png
6654,Sticker | OG (Holo) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/og_holo_large.8a040412e1f622575bb889500694cd46198cd1d6.png
6655,Sticker | OG (Gold) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/og_gold_large.324523f5e45237467d47c8035e8e12f2138eda82.png
407,Sticker | coldzera | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_coldzera_large.936da5c81587ef12f9f02cde34041b316e84064c.png
408,Sticker | coldzera (Foil) | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_coldzera_foil_large.19066fdaa2a7148ddf2c6ec3864845012badaa98.png
409,Sticker | coldzera (Gold) | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_coldzera_gold_large.14a99fb5446f1925a6079563b8390cb663af8fc4.png
764,Sticker | coldzera | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_coldzera_large.f7650be997c08c3781898545c87d859478d4f401.png
765,Sticker | coldzera (Foil) | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_coldzera_foil_large.5cf46afc17c820c507473b599124ef7185af746d.png
766,Sticker | coldzera (Gold) | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_coldzera_gold_large.2cdd19a8c2a5fcc29f2d7d1808df0858f0d58d6a.png
1168,Sticker | coldzera | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_coldzera_large.72034605ac5ede8364c03f78cd0ca715371848a9.png
1169,Sticker | coldzera (Foil) | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_coldzera_foil_large.6bda69af163b2e1e677a06fa4c383b776941ab3f.png
1170,Sticker | coldzera (Gold) | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_coldzera_gold_large.bdf231e893bb9bec29b24928446d1ddc6558cd85.png
1475,Sticker | coldzera | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_coldzera_large.4d55c18ce061f3923869b2418c7ddd71625cb4f6.png
1476,Sticker | coldzera (Foil) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_coldzera_foil_large.d3f063d28cc2505111152d5d06624951c237f32d.png
1477,Sticker | coldzera (Gold) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_coldzera_gold_large.d330756fcfa18cc902d2b5903da0636bd901b36d.png
1913,Sticker | coldzera | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_coldzera_large.e46bdf9cbf32b76f2b70b7f2e5c608fd103e27dc.png
1914,Sticker | coldzera (Foil) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_coldzera_foil_large.8e2682a23995b5636c844569828ca869fb1638ab.png
1915,Sticker | coldzera (Gold) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_coldzera_gold_large.aeea4b773bdbc9cd430adbdb0e0ad3282d6d27b9.png
2193,Sticker | coldzera | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_coldzera_large.588935a9080bc3e5ec1aa0da3a555de02f58bd6b.png
2194,Sticker | coldzera (Foil) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_coldzera_foil_large.458cd24438fea563d260388c7722099db6287bca.png
2195,Sticker | coldzera (Gold) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_coldzera_gold_large.1bd129cb254ede8fad4ac1485f2beb65ae95c6f3.png
2636,Sticker | coldzera | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_coldzera_large.2fb5cc5f0dd98358b171a41d3236a2ead12805d4.png
2637,Sticker | coldzera (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_coldzera_foil_large.af4ca921f7050320675d5f13b03b50cdba5904c3.png
2638,Sticker | coldzera (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_coldzera_gold_large.3619a4b2ab2e1d647043258770520b41d8668202.png
3125,Sticker | coldzera | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_coldzera_large.4a529c41b9b5c2f7328e5b7ec147c2caf25df1b5.png
3126,Sticker | coldzera (Foil) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_coldzera_foil_large.e222b3e57d8bdfc0f5bc10e5db5964dbd0467451.png
3127,Sticker | coldzera (Gold) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_coldzera_gold_large.f29859159da04de8213043838126d874bd7d112a.png
3777,Sticker | coldzera | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_coldzera_large.f22f4c14de67ca3d49b9b1b6dadd28f5550a672d.png
3778,Sticker | coldzera (Foil) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_coldzera_foil_large.626d992383d758201e31489c9346dd811a8b5dda.png
3779,Sticker | coldzera (Gold) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_coldzera_gold_large.249715ff63af488608ce4d908872053cdcc19867.png
4186,Sticker | coldzera | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_coldzera_large.d9468d97c57a384fe1699c4a2859349bb8953185.png
4187,Sticker | coldzera (Foil) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_coldzera_foil_large.2dbccc96576a3847202f0a74a331ae19682ba5f3.png
4188,Sticker | coldzera (Gold) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_coldzera_gold_large.071c13044403a840347dc7c5d2ac1618fd69faa7.png
6410,Sticker | coldzera | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_coldzera_large.8a1c7bc3fdbbad82575d82ba1652f3cb94316b32.png
6411,Sticker | coldzera (Glitter) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_coldzera_glitter_large.65223dff03a904a832f29722c0a85f8153186261.png
6412,Sticker | coldzera (Holo) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_coldzera_holo_large.2c0126ce1172b884e98ad7083e7d86ccd1531a33.png
6413,Sticker | coldzera (Gold) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_coldzera_gold_large.c5f2446b9b9ae9a47cff4045b4ba20037bcf9510.png
4456,Sticker | Perfecto | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_perfecto_large.7c1133d91279be95ac287f6839421b465639bc34.png
4457,Sticker | Perfecto (Foil) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_perfecto_foil_large.f3532621c6b11d621fb5f2c10f9f74cef88ce043.png
4458,Sticker | Perfecto (Gold) | Berlin 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/berlin2019/sig_perfecto_gold_large.28ef88c871e1fb9ffdda108505ee1a4bf0fa62ec.png
5132,Sticker | Perfecto | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_perfecto_large.0538a6795f3a741b1457644f2e33bb00c1591dbc.png
5133,Sticker | Perfecto (Holo) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_perfecto_holo_large.55b32b5962cf1d48e94a16a0d8d43ff2787c2283.png
5134,Sticker | Perfecto (Gold) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_perfecto_gold_large.d9eff7e7e6c84062f86471fdb0dc7e78385957be.png
5544,Sticker | Perfecto | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_perfecto_large.caa7daa128cb1bee36ba52171b004bf814888339.png
5545,Sticker | Perfecto (Glitter) | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_perfecto_glitter_large.14e341b27556a40587a3450bfaaa42d6d0897f97.png
5546,Sticker | Perfecto (Holo) | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_perfecto_holo_large.fe04799d00936d134e832af78dbe673fa9866745.png
5547,Sticker | Perfecto (Gold) | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_perfecto_gold_large.2473ba085cb1c8e21b80001a7f6cd36fabc3de09.png
6158,Sticker | Perfecto | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_perfecto_large.b1a7312d248e00f189cddafcbeadca3ef1895028.png
6159,Sticker | Perfecto (Glitter) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_perfecto_glitter_large.7fb5d076acd2f244e9e7b09aaa6e8db6c67a5aed.png
6160,Sticker | Perfecto (Holo) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_perfecto_holo_large.84347c21676c34efd8e88645f77444d0f2ea9141.png
6161,Sticker | Perfecto (Gold) | Rio 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/rio2022/sig_perfecto_gold_large.1c0ad63f87c8f35b05ec1d19e55066be0131d7ed.png
6765,Sticker | Perfecto | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_perfecto_large.bcb61503fbd588ee0d76ad908ccc0f9570f0d0b7.png
6766,Sticker | Perfecto (Glitter) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_perfecto_glitter_large.fc831d26e8f68625549f27318af77f8ccb0ef154.png
6767,Sticker | Perfecto (Holo) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_perfecto_holo_large.d3804b167571474ba063bba800517f835efcd18c.png
6768,Sticker | Perfecto (Gold) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_perfecto_gold_large.c9239ad2534f4e6041f9d62b3750818edcdd3640.png
491,Sticker | denis | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_denis_large.989fd8f91fdd0e747651970bfe8fa5b3d825ebb9.png
492,Sticker | denis (Foil) | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_denis_foil_large.b213a0757ab21595cc0e6e615a8365459b7da885.png
493,Sticker | denis (Gold) | Cologne 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2015/sig_denis_gold_large.843b826dd8e4db02fcf9a467ce8a6fba2b3e9709.png
779,Sticker | denis | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_denis_large.3c1789ac54f29a558915ae82a3a8f2aa68de24dd.png
780,Sticker | denis (Foil) | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_denis_foil_large.c0b3fa31e129dc07bab834834988e3680c7103a3.png
781,Sticker | denis (Gold) | Cluj-Napoca 2015,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cluj2015/sig_denis_gold_large.21993e474014782ca0fd4884d7f7bba486b11bbe.png
1183,Sticker | denis | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_denis_large.ef063f487d538af5f7a8c68203bb9d7b6ef9b6a0.png
1184,Sticker | denis (Foil) | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_denis_foil_large.6a9aa44058838eb2fe20bb7803963ee1ef8b2e1f.png
1185,Sticker | denis (Gold) | MLG Columbus 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/columbus2016/sig_denis_gold_large.1f339d4b01e58c3c6b7830e37c51488fe6a21294.png
1493,Sticker | denis | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_denis_large.48ec18dafbd5940e3be0e5f8f517c863e5b35a68.png
1494,Sticker | denis (Foil) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_denis_foil_large.27dd8f59d4c41bbf083350d36e2e84961c8a4227.png
1495,Sticker | denis (Gold) | Cologne 2016,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/cologne2016/sig_denis_gold_large.4afaa9002527f3d4a57c44915bfbe8eee63327b4.png
1931,Sticker | denis | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_denis_large.1daf81cac209c6076b08f0e20dbf7fd54b440e3d.png
1932,Sticker | denis (Foil) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_denis_foil_large.06fa3e65dd06c70cb4282f7bda44a6f64a9b1fc2.png
1933,Sticker | denis (Gold) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_denis_gold_large.ab28b670f3580ac6273f14af8c0e8a73be386579.png
2271,Sticker | denis | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_denis_large.28193518f9d9ce6448001ca58ed38be9e3f64c9a.png
2272,Sticker | denis (Foil) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_denis_foil_large.a53c9be954bcbbe0c15ac01357bc2d1631b179ab.png
2273,Sticker | denis (Gold) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_denis_gold_large.9d2a807695ab89f17c8e581aa3e2024185d07de8.png
2756,Sticker | denis | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_denis_large.7f5f788bb586ab805068808e516a27707cd9c2a8.png
2757,Sticker | denis (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_denis_foil_large.d27c1e3d2be0478ccbc792574bf06b2729af1393.png
2758,Sticker | denis (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_denis_gold_large.a60b8db080c780d50b29ce322db09f3b4afa87e0.png
6601,Sticker | Salty (Holo),https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community2022/salty_holo_large.1dd358e881e9d31f0d11c63865f2c7d0ed5be218.png
2943,Sticker | Karsa | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_karsa_large.f3047a2339db968c5b29f63604bb8f3f4a5f3d7f.png
2944,Sticker | Karsa (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_karsa_foil_large.b071ab0a7d0c786a7e3b554a4f172c6b9cc29765.png
2945,Sticker | Karsa (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_karsa_gold_large.dd4c7d6213b4577ad28603c76dcc09e52ce1bf51.png
6865,Sticker | Thomas | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_thomas_large.24958120ae7bb223e33d0d199e1c04acbcec4006.png
6866,Sticker | Thomas (Glitter) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_thomas_glitter_large.3f784efce75613a5b2fdc337e24691bda9221c18.png
6867,Sticker | Thomas (Holo) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_thomas_holo_large.dcce58988704a6acd2581197e66fb625401b78bb.png
6868,Sticker | Thomas (Gold) | Paris 2023,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/paris2023/sig_thomas_gold_large.269362a2fcb59fb8bf4cd6c3253442680b731753.png
2039,Sticker | Hobbit | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_hobbit_large.d96337a976d5bc717232b61344f5c2008f55e85b.png
2040,Sticker | Hobbit (Foil) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_hobbit_foil_large.5300902f4b804647e0557694cd3d16aeb69fb207.png
2041,Sticker | Hobbit (Gold) | Atlanta 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/atlanta2017/sig_hobbit_gold_large.96f19aa136814d3fbfd3d6eb6021503dd29c2cc2.png
2229,Sticker | Hobbit | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_hobbit_large.56c766052906f413cf5332e8b1180910e584f2e6.png
2230,Sticker | Hobbit (Foil) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_hobbit_foil_large.20d745ad8e771c50c1880c318100ecd55ad3d5d1.png
2231,Sticker | Hobbit (Gold) | Krakow 2017,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/krakow2017/sig_hobbit_gold_large.9500d6220fdd66b2ad7362cfaddea8bf039616d7.png
2570,Sticker | Hobbit | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_hobbit_large.5a84567670813b8a5778dddfd25cd32210e93aeb.png
2571,Sticker | Hobbit (Foil) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_hobbit_foil_large.024bb04de234ed5ca252ed73bbb570cb29092085.png
2572,Sticker | Hobbit (Gold) | Boston 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/boston2018/sig_hobbit_gold_large.ab2a7d18ccbef5a94f07ab42faaab1c4c26cc273.png
3206,Sticker | Hobbit | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_hobbit_large.ebc10ed82e3c0ab493d91bba8e1bb259f120c2e0.png
3207,Sticker | Hobbit (Foil) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_hobbit_foil_large.1b880dee06d2a2e5bc452a07c4a3481ae2eef895.png
3208,Sticker | Hobbit (Gold) | London 2018,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/sig_hobbit_gold_large.b311c87827942af61ca473950501825a25687877.png
3756,Sticker | Hobbit | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_hobbit_large.44570ea6c69de282f710f38395692ac079bf827a.png
3757,Sticker | Hobbit (Foil) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_hobbit_foil_large.08c2fcd7533ba6e8182f2d0036e6f48f787a30fd.png
3758,Sticker | Hobbit (Gold) | Katowice 2019,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/katowice2019/sig_hobbit_gold_large.32112001393b219a0164ca7894d2362df4209d3a.png
5186,Sticker | HObbit | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_hobbit_large.2031f78ff0154149baaeaa04dbea69044ca80e1b.png
5187,Sticker | HObbit (Holo) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_hobbit_holo_large.1cd9be8cde88fbe3ad2bff2759febb8833fe4f78.png
5188,Sticker | HObbit (Gold) | Stockholm 2021,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stockh2021/sig_hobbit_gold_large.b7a2c5338127d602089bfa045432c728c2abaa16.png
5472,Sticker | Hobbit | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_hobbit_large.f1d88ecdce07ce3161fa333ae4bd7003d1fb234f.png
5473,Sticker | Hobbit (Glitter) | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_hobbit_glitter_large.b87f942ab1bad8df1abdb397df7c8ca502dd2033.png
5474,Sticker | Hobbit (Holo) | Antwerp 2022,https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/antwerp2022/sig_hobbit_holo_large.10673be8e964f1ff5f7f8ecf15037d231061ad03.png
